x,y,v
-0.17000733446855087,-7.896727020690684,0.1
-0.1763670373879984,-7.685734730530226,0.1
-0.16692667810730163,-7.4741911723185845,0.1
-0.14916168169693186,-7.262374493686056,0.1
-0.13054747322736052,-7.050562842262943,0.1
-0.11855947776905895,-6.8390343656795505,0.1
-0.12067312039249856,-6.628067211566174,0.1
-0.14155402476221932,-6.417828245500996,0.1
-0.17123606396030552,-6.20790484327063,0.1
-0.19500558517037753,-5.997696355122467,0.1
-0.20089852407751974,-5.7867162251826105,0.1
-0.19274963377906187,-5.57513344088287,0.1
-0.1800208158857137,-5.363350477987878,0.1
-0.17113237832578512,-5.1517076876547625,0.1
-0.1684149716165792,-4.940182934906963,0.1
-0.1720062301920374,-4.728623545746176,0.1
-0.18105389213795245,-4.516924815638585,0.1
-0.1889204030710091,-4.305264233324678,0.1
-0.18686679115313887,-4.093921789860151,0.1
-0.1685064493686301,-3.8831216224702296,0.1
-0.14180407934873002,-3.6727466615496196,0.1
-0.12012931984777064,-3.462551333430418,0.1
-0.11486995746265534,-3.252248759758342,0.1
-0.12342490112579618,-3.041263599576899,0.1
-0.1371982535881896,-2.828896893907314,0.1
-0.1474528112585175,-2.614798584107338,0.1
-0.14449844478643392,-2.4014293597675307,0.1
-0.11818557813627979,-2.1926050936567716,0.1
-0.060356970894345864,-1.9915023670540262,0.1
0.018478523067516767,-1.7952355285989425,0.1
0.09762079816635151,-1.5976090894357937,0.1
0.15726911021612905,-1.3927585512602352,0.1
0.19990697600640675,-1.182921458577636,0.1
0.24988047524536122,-0.978284079025388,0.1
0.33123146867831593,-0.7887730175459292,0.1
0.4460541750130611,-0.6136590003759558,0.1
0.5774570511319859,-0.4429949081721411,0.1
0.7088494304088482,-0.26743651760762965,0.1
0.8399238370090012,-0.09356953250542199,0.1
0.9842688538150507,0.058425759432364596,0.1
1.1555980685470362,0.16841434798987132,0.1
1.3548595131977306,0.23541789783642514,0.1
1.5662459672647897,0.2836019006337382,0.1
1.7746003533397614,0.3358326625601694,0.1
1.9783367398184142,0.39215436629080225,0.1
2.182095977244312,0.4421398317097632,0.1
2.3896929238823286,0.47723890308343203,0.1
2.600584708255724,0.4987063976998589,0.1
2.8128492866859567,0.5109002959693278,0.1
3.024843016128102,0.5176456257724666,0.1
3.236365556343018,0.5200035029818922,0.1
3.4476819775884104,0.5181437865172516,0.1
3.6590290132415335,0.5123074945350692,0.1
3.870428649107266,0.5032738975202724,0.1
4.081805177564133,0.4920671288618125,0.1
4.293087854985573,0.4796887235978026,0.1
4.50428063046181,0.4668139778777953,0.1
4.715441590444979,0.4538817295521188,0.1
4.926628694892592,0.44131659773238463,0.1
5.137865905757177,0.42931637935685546,0.1
5.349141293841439,0.41783941882488895,0.1
5.5604414006969565,0.40683353676861644,0.1
5.771759769501942,0.39628129070577284,0.1
5.983098869967614,0.3862095249995404,0.1
6.1944617008211535,0.376647693194444,0.1
6.405849189731021,0.3676143466943847,0.1
6.617259518730081,0.3591135837613447,0.1
6.828690692007869,0.35114851245058964,0.1
7.040141114031351,0.34372243696553595,0.1
7.251609687370579,0.3368389055953052,0.1
7.463095340503088,0.33050147892598936,0.1
7.6745968552570645,0.32471363459060076,0.1
7.886112851097728,0.3194787583805826,0.1
8.097641925054571,0.3147996232299428,0.1
8.30918236342413,0.3106655183640999,0.1
8.520732148069662,0.3070525226631542,0.1
8.732289270356334,0.30393408397823135,0.1
8.943852151467409,0.301243525149156,0.1
9.155419601227427,0.29887788800385356,0.1
9.366990391345754,0.29673277056457437,0.1
9.578562299902881,0.29470115020225435,0.1
9.790132213380982,0.2926736527374748,0.1
10.00169723613965,0.2905427205064618,0.1
10.213259720853896,0.2882407607258695,0.1
10.424827009763495,0.28573817515802635,0.1
10.63640586628454,0.2830015094233178,0.1
10.84798309530072,0.27985950314118885,0.1
11.059524302856142,0.2759945260853648,0.1
11.270995920373311,0.27109546642024934,0.1
11.482428955370228,0.26532568584474375,0.1
11.693934280117805,0.2594353531616124,0.1
11.905623634136894,0.2541817097316819,0.1
12.117389591897012,0.2487492667117354,0.1
12.328799122096802,0.23998598557921313,0.1
12.539399628255332,0.22459695658611772,0.1
12.749408934126869,0.20385663350250216,0.1
12.96026891980795,0.18738223498068354,0.1
13.17354147474846,0.18562537939744356,0.1
13.38875709626097,0.198431563819613,0.1
13.600988476980234,0.2023715978121898,0.1
13.804739724551206,0.17103587327642747,0.1
13.997640806583195,0.09274937541293289,0.1
14.183571600825305,-0.014702254912356317,0.1
14.367153268205657,-0.13003584505079493,0.1
14.550844947876321,-0.23922414662464406,0.1
14.730969960616658,-0.34883222625785265,0.1
14.902774100319313,-0.4690442687578442,0.1
15.062937999177127,-0.6063848674707194,0.1
15.211772481000825,-0.7581197199869089,0.1
15.350152748284204,-0.9200749034824619,0.1
15.47849596786296,-1.0891715736279195,0.1
15.596035240613116,-1.2651617686802945,0.1
15.701815502764205,-1.4482480916258362,0.1
15.795167783766088,-1.63827067782418,0.1
15.876162311877192,-1.8341331299991395,0.1
15.944988244204497,-2.034590598073558,0.1
16.00204363513172,-2.238542035258215,0.1
16.04817766228899,-2.4451969445571176,0.1
16.084298536141304,-2.6538066164521243,0.1
16.111336435431006,-2.8637404544899314,0.1
16.130260584018274,-3.0745777893981874,0.1
16.142043728243348,-3.2859208624700513,0.1
16.14762124818541,-3.497469980866719,0.1
16.147865767146577,-3.7090901537464713,0.1
16.143643444541087,-3.9206625219641666,0.1
16.135770708478006,-4.1321082298742695,0.1
16.12497028137695,-4.343423798005237,0.1
16.11195456228896,-4.554614137629699,0.1
16.097451964826163,-4.765698244587134,0.1
16.082229537793133,-4.976729093790723,0.1
16.067060002982757,-5.187764678363732,0.1
16.05259424332365,-5.398852090174647,0.1
16.03908972140704,-5.610003220703642,0.1
16.026724640046996,-5.82122286984291,0.1
16.0156285684964,-6.032513002923342,0.1
16.005735589421192,-6.243864191524238,0.1
15.996930674590594,-6.455264144842532,0.1
15.989108081026043,-6.666701652198404,0.1
15.982203788076845,-6.878170356334885,0.1
15.97616548884465,-7.0896652626177605,0.1
15.970937119658071,-7.301181510928613,0.1
15.966445193710191,-7.512714864576743,0.1
15.962611177668855,-7.724261267444209,0.1
15.959357520995246,-7.935816983160313,0.1
15.956611141663338,-8.147379728310217,0.1
15.954300226313102,-8.358947631991214,0.1
15.952349596625368,-8.57051896527211,0.1
15.950669443132934,-8.782092616389557,0.1
15.949165980813415,-8.993667641276174,0.1
15.947760159908906,-9.205243255417985,0.1
15.946434411029566,-9.416819339992841,0.1
15.945187196732162,-9.628395949767908,0.1
15.944031538812098,-9.839973164866677,0.1
15.943040442964069,-10.051551169878723,0.1
15.942302360660584,-10.26313017629351,0.1
15.94190211844846,-10.474710239787692,0.1
15.941909207564606,-10.68629075687165,0.1
15.942389064632978,-10.897870949774052,0.1
15.943409043426666,-11.109449714109974,0.1
15.945045119256376,-11.321024476717097,0.1
15.9473756899006,-11.532592251738032,0.1
15.950474427042295,-11.744150035170215,0.1
15.954391718401173,-11.95569473372559,0.1
15.95917079361151,-12.167223226667462,0.1
15.96486934790084,-12.378731105017582,0.1
15.97162527784226,-12.590206818424384,0.1
15.979604114020509,-12.801636355919296,0.1
15.988922605770432,-13.013008489938645,0.1
15.99938534304956,-13.224329809653746,0.1
16.0106739760663,-13.435613921116015,0.1
16.022334985853213,-13.64688079302962,0.1
16.032894356036312,-13.858198408267983,0.1
16.040411236931014,-14.06965671410487,0.1
16.042932634645762,-14.281314112037181,0.1
16.038420305061166,-14.492951676510303,0.1
16.024791877006535,-14.704206932499517,0.1
16.000017475452204,-14.914649832093549,0.1
15.962535704791918,-15.123262255573056,0.1
15.911029965145365,-15.328718796584536,0.1
15.84437513429548,-15.529738597412363,0.1
15.763037486765462,-15.725437716903087,0.1
15.668279305808811,-15.91513074959248,0.1
15.561314375679375,-16.098134343191646,0.1
15.44283210546293,-16.273770722963015,0.1
15.313228745669283,-16.44136523236968,0.1
15.172890768925315,-16.60021077724755,0.1
15.022127084829302,-16.74921699196952,0.1
14.861196000495362,-16.887043462805813,0.1
14.690409616404494,-17.01240842261051,0.1
14.510700239299101,-17.124744236375534,0.1
14.323393187734997,-17.223935799781366,0.1
