x,y,v
14.129803338260194,-17.309951129948022,0.1
13.931115540282496,-17.383350235448276,0.1
13.728453612433368,-17.444970987598573,0.1
13.52288020817859,-17.49567203604759,0.1
13.315125394921907,-17.53641690138428,0.1
13.105806116754625,-17.568204774207558,0.1
12.89548939787836,-17.59201692380418,0.1
12.684506283274203,-17.60874960252313,0.1
12.473118027255156,-17.61927391902118,0.1
12.26156270865555,-17.624438654334583,0.1
12.04995638074511,-17.624974994723885,0.1
11.838375060712155,-17.62157554409167,0.1
11.626886857340947,-17.61492756113446,0.1
11.415503517224277,-17.605680258324856,0.1
11.204212254516204,-17.594466287979923,0.1
10.993000230203979,-17.581894124430846,0.1
10.78185511322068,-17.56831580318039,0.1
10.570764879095055,-17.553928573465953,0.1
10.35971753432161,-17.538926345388706,0.1
10.14870148625198,-17.523485052123768,0.1
9.937705451310563,-17.507766766101263,0.1
9.726718083747876,-17.491933775002945,0.1
9.515726707624513,-17.476159232778258,0.1
9.304717457433828,-17.460626010903276,0.1
9.09367652075861,-17.44551754886283,0.1
8.88259211400465,-17.431022103273897,0.1
8.671454399162712,-17.41733255024951,0.1
8.460253793433672,-17.404641614158876,0.1
8.248984535667216,-17.393134720571464,0.1
8.037644554434332,-17.38299024821961,0.1
7.826232327363769,-17.374388113838716,0.1
7.6147543685037675,-17.36754503704729,0.1
7.4032246459712265,-17.362711873464143,0.1
7.191657636079443,-17.360126516548295,0.1
6.980071889552774,-17.35977021463448,0.1
6.768489487913002,-17.361401812886584,0.1
6.556931646147568,-17.364766685208327,0.1
6.345403801095463,-17.369512164763485,0.1
6.133898675439429,-17.375206582715556,0.1
5.922408464750396,-17.381418065212422,0.1
5.710922918194348,-17.387744925355275,0.1
5.499429916808353,-17.393808527670746,0.1
5.287917741682773,-17.399231037051894,0.1
5.076381114770342,-17.403637759013765,0.1
4.864819590789467,-17.406656355571133,0.1
4.653234045990803,-17.407915386873448,0.1
4.441643600152558,-17.407056152813066,0.1
4.230081532604758,-17.403729841120615,0.1
4.018582208147346,-17.397589715320652,0.1
3.8071927307783247,-17.38832143075104,0.1
3.595971177170963,-17.37563854284562,0.1
3.3849778358637854,-17.359255231257045,0.1
3.174320063105935,-17.33887836348546,0.1
2.964154893550868,-17.314207089297057,0.1
2.7546408858010887,-17.284940566320053,0.1
2.5458907889409987,-17.25079822390896,0.1
2.337949237487727,-17.211529633622796,0.1
2.130856667686471,-17.166885589507384,0.1
1.924935403585727,-17.116358070865505,0.1
1.7211360599665837,-17.058862193075388,0.1
1.5204935886051218,-16.993235653016516,0.1
1.3234224030254425,-16.91890243000193,0.1
1.1285353929388664,-16.836988576926196,0.1
0.9341250733785504,-16.74892325137112,0.1
0.7416405227634955,-16.653432087974206,0.1
0.5611587372230552,-16.54185111101512,0.1
0.40408674900281266,-16.404384865868824,0.1
0.2706733551014765,-16.24144927842579,0.1
0.1416338874880035,-16.071336187728747,0.1
0.0004095272415361377,-15.910310076966818,0.1
-0.14282932397518341,-15.752832400611725,0.1
-0.2684723720907266,-15.585664491665769,0.1
-0.3605961261248264,-15.398234232740915,0.1
-0.4236911492123262,-15.194739855869074,0.1
-0.46925417481814535,-14.984448790148049,0.1
-0.5064013107488107,-14.774608320970952,0.1
-0.5360681282244983,-14.565526621806145,0.1
-0.5574391041613715,-14.356026506239916,0.1
-0.5701122430329377,-14.145248555147168,0.1
-0.5752527370032527,-13.933537624606068,0.1
-0.5743969750280761,-13.721523809721651,0.1
-0.5689867269325007,-13.509770110315232,0.1
-0.5598090134324281,-13.29837523767642,0.1
-0.5473739621248711,-13.087241555672861,0.1
-0.5321941155267407,-12.876272882492936,0.1
-0.5148478117526635,-12.665414701672887,0.1
-0.4959729227217293,-12.454650196789057,0.1
-0.47620937654636786,-12.243963731933537,0.1
-0.4561885426781359,-12.033322734853185,0.1
-0.43652631304334155,-11.82266400552317,0.1
-0.41783650861304716,-11.61192117472804,0.1
-0.4005387685444222,-11.401051102724626,0.1
-0.38455500390301534,-11.190070191704645,0.1
-0.36972844894626283,-10.979004225658121,0.1
-0.35589407493933245,-10.767875029671147,0.1
-0.34286947483778135,-10.556696102662285,0.1
-0.3304695916601389,-10.345479898412856,0.1
-0.3184915141830134,-10.13423914145388,0.1
-0.30670902224746327,-9.922986909783493,0.1
-0.29489595650341954,-9.711736223153194,0.1
-0.28285336532348276,-9.500498732031902,0.1
-0.2704047811513175,-9.289284955333054,0.1
-0.257379096123402,-9.078105263041707,0.1
-0.24366589138977507,-8.866968535814648,0.1
-0.22919707729370686,-8.655882615536402,0.1
-0.21390542707508473,-8.444855322915743,0.1
-0.19772371397379573,-8.233894478661426,0.1
-0.1805847112297271,-8.02300790348222,0.1
-0.16242119208276593,-7.812203418086889,0.1
