x,y
8.427978112783432,-6.60605188003703
8.35346636153829,-6.676838043719916
8.239439370187283,-6.7939728815466065
8.195706830588469,-6.852484113578932
8.150593201869032,-6.912773567759088
8.104257000917018,-6.974697828798738
8.056856744620458,-7.038113481409537
8.008550949867388,-7.102877110303143
7.959498133545849,-7.168845300191213
7.90985681254388,-7.235874635785407
7.859785503749515,-7.303821701797378
7.809442724050793,-7.372543082938789
7.758986990335749,-7.441895363921289
7.708576819492424,-7.511735129456545
7.658370728408851,-7.581918964256208
7.608527233973072,-7.652303453031941
7.559204853073123,-7.722745180495396
7.510562058716201,-7.793100767417751
7.462714514506456,-7.863262013626432
7.415655047944312,-7.9332216607489165
7.369354591940504,-8.002990442511306
7.323784079405773,-8.0725790926397
7.2789144432508595,-8.141998344860209
7.234716616386501,-8.21125893289893
7.191161531723435,-8.280371590481973
7.148220122172407,-8.349347051335439
7.1058633206441515,-8.418196049185429
7.06406206004941,-8.48692931775805
7.022787273298919,-8.555557590779403
6.982009893303423,-8.624091601975593
6.941700852973656,-8.692542085072722
6.901831085220361,-8.760919773796898
6.862371522954275,-8.829235401874218
6.82329309908614,-8.89749970303079
6.784566746526694,-8.965723410992716
6.746163398186675,-9.033917259486103
6.708053986976824,-9.102091982237049
6.67020944580788,-9.17025831297166
6.6326007075905835,-9.238426985416044
6.5951987052356715,-9.306608733296297
6.557974371653884,-9.374814290338524
6.520898639755963,-9.443054390268832
6.483942442452648,-9.511339766813329
6.447076712654671,-9.579681153698106
6.410272383272781,-9.648089284649272
6.373500387217711,-9.716574893392934
6.336731657400205,-9.785148713655197
6.299937126730997,-9.853821479162157
6.263087728120832,-9.922603923639922
6.226154394480444,-9.991506780814593
6.189108058720578,-10.060540784412282
6.1519196537519685,-10.129716668159082
6.114560112485358,-10.1990451657811
6.077000367831484,-10.26853701100444
6.039213094164367,-10.338202815116576
6.001289365769991,-10.408044864955311
5.963512257444653,-10.478051948204993
5.926182392726939,-10.548211618734666
5.889600395155441,-10.618511430413378
5.854066888268749,-10.688938937110182
5.819882495605454,-10.75948169269412
5.787347840704142,-10.830127251034247
5.756763547103406,-10.900863165999606
5.728430238341837,-10.971676991459253
5.702648537958022,-11.04255628128223
5.679719069490552,-11.113488589337589
